a
an
a
a
ab
abs
a
ac
ad
acro
act
aer
aero
agr
agri
agro
alg
algo
ambi
amphi
ambul
ami
amio
ana
andr
andro
anim
ann
annenn
ante
anth
antho
anthrop
anthropo
anti
apo
apho
aqu
aqua
arbor
arch
archi
arch
archa
archi
arthr
arthro
art
astro
aud
audi
audio
auto
avi
avia
bar
baro
bell
belli
bene
bi
bin
bibli
biblio
bio
blast
blasto
burs
calc
cand
capt
cept
ceive
cardi
cardio
carn
carni
cata
caust
cede
celer
cent
centi
centr
centro
centri
cephal
cephalo
cerebr
cerebro
cert
chrom
chromo
chromat
chromato
chros
chron
chrono
chrys
chryso
cide
cise
circum
claim
clam
clar
clud
clus
cline
co
col
com
cogn
cogni
con
contra
contrao
corp
corpo
cosm
cosmo
counter
cranio
cred
cruc
crypto
cumul
curr
curs
cycl
de
dec
deca
deci
dem
demo
demi
dendr
dendro
dendri
dent
dont
derm
derma
di
diplo
di
dis
dia
dict
domin
don
donat
duc
duct
du
duo
dur
dyn
dyna
dynam
dys
e-
ego
em
en
endo
enn
enni
anni
en
in
ep
epi
equ
equi
erg
ergo
esth
esthaesth
ethno
eu
ex
extra
extro
fac
fact
fer
fid
flect
flor
flora
for
fore
form
fract
frag
fug
funct
fus
gastr
gastro
gen
geno
gene
geo
ger
giga
gon
gram
gran
graph
graphy
grat
gyn
gyno
gyne
gress
grad
grade
gradi
hect
hecto
hecat
helic
helico
heli
helio
hemi
hem
hemo
hema
hepa
hept
hepta
herbi
hetero
hex
hexa
histo
homo
hydr
hydro
hygr
hygro
hyper
hyp
hypo
iatr
iatro
icon
icono
idio
il
in
ig
il
im
imag
infra
inter
intra
ir
iso
ject
jud
junct
juven
kilo
kine
kinet
lab
lact
lacto
later
leuk
leuko
lex
liber
lingu
lip
lipo
lite
ite
loc
log
logo
loqu
locu
luc
lud
lus
lumin
lun
luna
luni
macro
magn
magna
magni
mal
male
man
mani
manu
mand
mania
mar
mari
mater
max
medi
mega
melan
melano
memor
memori
merge
meso
meta
meter
micro
mid
migr
milli
min
mini
mis
miso
miss
mit
mob
mon
mono
mot
mov
morph
morpho
mort
multi
mut
my
myo
narr
nat
nav
necr
necro
neg
neo
nephr
nephro
neur
neuro
nom
nomin
non
not
noun
nov
numer
ob
op
oct
octa
octo
ocu
od
odor
omni
op
opt
ops
opt
ortho
osteo
out
over
oxi
oxioxy
pale
paleo
pan
para
para
pater
path
ped
pedi
pede
pel
pent
penta
pept
per
peri
phag
phage
phil
philo
phon
phono
phot
photo
phyll
phyllo
phys
phyt
phyto
phyte
plas
plast
plasm
plaud
plod
plaus
plos
pneum
pneumo
pod
pode
poli
poly
pon
pop
port
pos
post
pre
pro
prot
proto
pseud
pseudo
psych
psycho
pugn
pugna
pul
purg
put
pyr
pyro
quad
quadr
quadri
quart
quin
quint
radic
radio
ram
rami
re
reg
retro
rhin
rhino
rhod
rhodo
rid
rrh
rrhea
rub
rupt
san
scend
sci
scler
sclero
scop
scope
scopy
scrib
se
sect
sed
sid
sess
self
semi
sept
septi
serv
sex
sol
sol
somn
somnI
son
soph
spec
spect
sphere
spir
sta
stell
struct
sub
sum
super
sy
sym
tact
tang
tax
taxo
techno
tel
tele
telo
temp
tempor
ten
tin
tent
ter
trit
term
termina
terr
terra
terri
tetra
the
the
theo
therm
thermo
tort
tox
tract
trans
tri
ultra
un
uni
urb
vac
ven
vent
ver
verI
verb
vers
vice
vid
vince
vis
vid
viv
vivi
voc
voci
vol
voli
volu
vor
xanth
xen
xeno
xer
xero
xerI
xyl
zo
zoo
zyg
zygo
